MGH264_A01	MGH264_A02	MGH264_A03	MGH264_A04	MGH264_A05	MGH264_A06	MGH264_A07	MGH264_A08	MGH264_A10	MGH264_A11	MGH264_B01	MGH264_B02	MGH264_B03	MGH264_B04	MGH264_B05	MGH264_B06	MGH264_B10	MGH264_B11	MGH264_C01	MGH264_C03	MGH264_C04	MGH264_C05	MGH264_C08	MGH264_C12	MGH264_D01	MGH264_D02	MGH264_D03	MGH264_D04	MGH264_D05	MGH264_D08	MGH264_D09	MGH264_D10	MGH264_D12	MGH264_E01	MGH264_E03	MGH264_E05	MGH264_E06	MGH264_E08	MGH264_E10	MGH264_E12	MGH264_F01	MGH264_F02	MGH264_F03	MGH264_F04	MGH264_F07	MGH264_F09	MGH264_F10	MGH264_F12	MGH264_G01	MGH264_G02	MGH264_G03	MGH264_G04	MGH264_G06	MGH264_G08	MGH264_G09	MGH264_G10	MGH264_G11	MGH264_G12	MGH264_H01	MGH264_H02	MGH264_H03	MGH264_H04	MGH264_H08	MGH264_H10	MGH264_H12	MGH26_A02	MGH26_A03	MGH26_A05	MGH26_A07	MGH26_A08	MGH26_A09	MGH26_A12	MGH26_B01	MGH26_B02	MGH26_B05	MGH26_B06	MGH26_B10	MGH26_B12	MGH26_C01	MGH26_C03	MGH26_C05	MGH26_C12	MGH26_D01	MGH26_D03	MGH26_D06	MGH26_D07	MGH26_D08	MGH26_D10	MGH26_E02	MGH26_E04	MGH26_E05	MGH26_E06	MGH26_E07	MGH26_E08	MGH26_E10	MGH26_E12	MGH26_F02	MGH26_F05	MGH26_F08	MGH26_F09
ABCE1	7.621118539	6.112562308	0	3.10533953	5.451304451	0	3.189773554	2.070857339	9.084489406	0	0	3.565859089	8.160840026	0	2.41065156	0	0	7.250815356	0	0	0	8.473433325	4.378418689	3.871029524	9.34684989	0.79745818	3.437151044	6.945704986	3.664308145	0	0	8.15956682	8.294668889	0	7.703494466	0	9.242262632	0	8.444241015	8.367890406	0	0	7.477579238	0	0	0	7.219296987	5.158607592	6.599802733	9.55664749	8.628733379	0	7.154717914	0	7.396589088	0	0	9.145886709	8.582365815	6.361382412	0	0	3.739257797	7.487168822	9.492837462	0	0	0	0	2.983424157	0	1.364806861	8.459206204	0	4.569095825	6.73101619	0	0	2.678579673	8.34701989	0	0	4.46177901	0	5.066870478	0	0	6.133753487	6.562480019	2.34894571	3.095158872	2.681685812	0	0	0	0	7.780447615	0	6.446667976	0
ABCF2	0	8.550417102	0	0	0	0	0	0	8.937433412	0	8.473614476	7.512590415	6.872697939	0	0	7.902917421	2.080428694	6.931253428	5.915521261	0	0	8.067253696	7.660255364	9.883126619	8.23060739	0	9.351273055	6.99592744	2.346946294	0	0	8.438251792	8.333540497	0	6.391911238	3.402118769	8.157804301	5.366102416	8.331684055	7.62609516	9.549309248	0	0	0	0	0	0	0	2.146755255	8.856786103	0	1.595011657	7.228212163	10.06475641	8.086341683	0	8.165875659	3.238791784	0	0	0	3.281542646	8.155598959	6.947697725	6.729202712	0	0	8.936320545	9.026427325	0	0	9.516722967	9.17821125	8.758517101	0	0	2.878994971	0	0	7.909611603	0	0	9.606082263	9.630640921	0	0	0	0	0	0	0	0	5.171939177	0	0	0	2.887416705	0	9.749509692	0
ABCF3	7.78923759	8.633484371	0	0	7.467940244	0	3.189773554	0	9.280294073	2.869258115	0	0	6.227638891	0	0	7.367221798	6.352850629	6.520150938	4.871186889	0	1.40230849	8.458289873	7.636527483	0	0	9.424950887	0	0	0	0	7.355409559	7.342399966	0	7.276405689	0	8.025854031	0	6.484398784	8.227683209	7.160904351	0	0	0	0	7.733877994	0	8.214448021	3.652245476	7.715115883	0	7.582007113	0	0	0	8.063941042	0	0	0	0	0	6.33530797	5.165743332	0	0	0	8.863329406	0	0	0.915829032	0	0	8.056342048	0	0	0	0	7.803957471	4.18190642	4.752774448	0	0	0	0	8.975759146	0	0	7.566388374	7.819898352	7.948913778	0	0	0	0	0	0	8.176307942	7.780447616	0.789848843	0.864880994	9.939149386
ABHD2	8.825197963	0	3.243285349	0	0	8.959948074	6.470297196	2.07085734	8.171171723	1.633337147	1.763461849	7.960084053	3.531402707	8.001421778	8.399757447	0	0	0	0	7.292784741	0	7.384255908	2.104261737	5.993357532	0	1.308053568	0	7.044460228	9.019521077	4.433607726	0	4.602703415	0	3.330644641	3.507419705	6.73150129	7.433498933	7.697554278	9.96307636	0	2.663922595	2.096925624	9.266580915	9.433945368	0	5.535978585	0	5.158607593	0	0	4.421033928	5.372234458	8.921975063	0	0	1.979459533	0	6.552136557	0	0	1.480182877	0	0	7.429781493	9.181789572	0	3.546449421	9.081427555	8.908930636	4.83967949	0.670650541	0	0	0	6.181227156	9.682186284	0	0	0	0	0	0	0	0	0	0	9.630966852	0	3.861473804	3.199913578	4.562937972	0	5.771541023	5.005313961	0	0	4.73323353	0	3.203497863	7.406605093
ABHD4	0	0	0	9.372256263	0	2.592443801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.779635336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.652245475	6.120313383	0	8.020596909	0	0	0	0	0	0	0	0	1.539740178	0	0	8.5377466	0	0	0	0	0	0	0	0	6.632283977	0	0	3.628627543	7.338044461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54035144	0	0	0
ABHD5	1.148348457	0	0	0	8.295087539	8.573098773	5.066033617	0	7.31133157	0	0	8.821150476	0	0.846123224	0	0	0	0	0	0	0	2.236137152	0	0	0	0	0	6.945704986	2.346946294	0	3.204771775	0	6.365770921	0	0	8.941174837	8.349536568	0	5.735622247	0	6.146430225	6.483898478	0	0	8.293569054	1.788236698	0	4.593700283	0	3.799318477	0	0	0	0	0	0	8.829792097	0	0	9.073854577	7.505860885	0	0	0	0	5.670414208	0	9.621501977	4.227514532	0	0.670650541	0	0	0	0	0	8.763228159	0	0	0	0	0	9.872050293	0	0	0	0	0	0	0	0	4.811484363	0	0	0	0	8.734448914	0	0.864880994	0
ABHD14B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03658919	0	0	0	0	6.926219109	0	0	2.008616472	0	0	5.852230803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.198536933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52037373	0	0	0	0	0	3.628627543	8.445454034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.863689406	0	6.76169277	0	0	0
ABI1	0	0	0	0	6.593430727	5.178649422	0	2.070857339	0	5.19924286	0	8.385414223	0	0	0	0	0	0	0	0	8.197202278	0	0	8.007177155	0	0	4.581350629	3.817685146	0.663502416	0	8.379765188	0	4.95488042	0	0	0	6.531323441	0	0	4.852461433	0	0	0	3.51514724	3.471108498	0	0	0	0	0	5.604420439	0	8.707440113	0	6.026968896	0	7.50140294	0	0	0	0	0	0	0	9.167358706	7.780830173	0	0	0	0	0	6.915661944	8.459206204	9.219282763	0	0	0	1.947984669	0	0	0	5.876225407	0	0	0	0	6.255832443	0	0	0	0	0	0	9.359471707	0	8.854813584	0	0	6.672514451	0
ABI2	8.874646382	0	4.1650245	0	3.762812481	4.841549033	4.108470494	6.221709727	0	1.633337146	8.287090756	9.145033019	3.531402706	0.846123224	3.469018039	7.994176906	0	0	0	0	8.86430215	8.840534155	7.957004806	6.053814178	0	0	8.536507469	6.464951907	5.099447728	8.497516924	5.504244524	0	6.029391516	4.257101369	6.846649838	0	8.504921498	9.265351087	0	4.082082688	6.146430224	2.096925624	4.141245791	9.790720842	3.471108497	4.36676974	6.152011962	3.652245475	9.554203649	7.237428685	9.277224698	0	3.078413016	7.953762357	8.867906443	8.162466676	8.651134996	8.367027024	9.282257713	7.349885537	3.015868439	9.933812392	8.386174777	2.169400049	9.435038512	9.763205191	0	6.212985017	7.940849182	0	0	0	4.938159889	9.300613971	0	0	0	0	6.660114188	0	7.298959692	8.898872108	3.525807366	8.311344312	0	0	7.828153654	2.679783473	7.297094455	9.007812591	0	3.039384532	0	9.367336175	0	5.616068606	0	0	6.460186867	9.036415814
ABL2	0	6.063820781	0	3.63331151	5.136049498	6.866876797	0	0	0	2.379786027	6.944284928	0	3.531402707	0	1.286318167	3.139866396	0	0	1.936088507	2.350499668	2.175217276	4.540277423	2.104261737	0	2.072242722	0	6.211017121	4.206914576	0	0	0	1.481336766	2.402671639	7.886157693	4.44255132	8.22561286	0	7.08665391	2.363269264	7.645363111	4.014765476	8.07571103	3.672415703	3.594545367	8.695802869	7.281672903	5.795226776	5.30937572	0	1.841750211	5.130806515	4.658304896	6.611895588	5.69426721	0	3.297244206	3.011940749	3.251633141	0	9.417530437	7.418894055	9.163563325	0	3.949370459	2.356968736	9.649899778	4.413566184	0	5.223143299	3.352120079	0.670650541	1.046863407	4.938159889	9.107488686	3.628627543	0	2.267183646	0	0	0	2.240480743	3.409122265	0	6.897579279	5.066870478	8.385670893	5.655309097	0	1.157346419	0	6.256532203	1.488181101	5.213417443	0	7.880146351	2.231389186	1.188963353	0	0	2.206143383
ABLIM1	8.603980127	8.565084574	0	7.287602103	8.136520924	0	8.114986574	9.258472466	8.376955108	1.633337147	2.597817094	7.533847877	5.030689682	5.173815298	0	4.611365621	0	6.520150937	0	0	4.25366118	7.392405495	0	9.184161654	0	0	7.763486814	2.424080483	1.737986489	6.529400773	4.254297027	7.902952293	7.465977772	0	9.546483931	0	7.836077277	6.395240148	0	0	5.520270843	0	2.297672217	6.718789016	9.466091785	6.877271014	5.00722637	0	10.664082101	6.514999837	2.96484144	0	0	7.065656733	3.902862802	0	8.625550777	3.238791784	0	6.765127708	8.473397093	0	6.450910049	7.138881168	3.714384018	0	2.339798016	1.011787529	0.915829031	1.723720191	9.231402755	9.199932263	0	0	0	0	6.040783352	0	0	0	0	0	0	6.143027467	6.045187242	0	0	0	0	9.080754651	7.383706137	0	0	8.140878902	0	7.354185983	9.796433432	0	5.394358823	0
ABR	2.217168674	0	0	7.791641064	0	0	0	0	0	4.155294416	0	0	0	0	6.070307943	0	0	0	7.289711895	0	0	8.280291998	0	0	0	0	4.581350629	0	1.460359735	1.822991737	0	0	5.712974759	5.533033979	0	0	6.642627896	0	0	0	0	0	0	0	0	0	5.577157853	3.652245476	0	9.302878453	7.902428532	0	0	5.934245167	7.232205357	8.101929202	1.468125588	0	0	0	0	0	0	6.98801503	0	0	0	0	0	0	0	0	0	0	4.878817012	7.891581648	0	0	0	0	0	0	0	5.502569296	0	0	0	0	0	0	0	7.976957789	9.221236729	0	0	0	6.778609858	0	0	8.0878875
ABT1	0	7.683557289	0	0	0	0	0	0	8.073121271	0	0	0	0	7.32672391	0	0	0	5.943026401	0	0	7.922177429	1.513829026	7.683599301	0	8.093584089	0	0	0	0	0	7.842456531	7.718858637	0	0	8.663592698	0	0	0	0	0	0	0	0	8.970939208	0	0	0	0	0	7.91500388	0	0	0	7.600718273	0	8.550048585	7.458575473	0	0	0	7.491725614	0	0	0	0	0	0	0	0.915829031	0	0	0	8.092010802	9.101016433	0	0	0	0	0	0	0	0	0	0	0	0	8.241603176	9.055353081	0	9.657532975	0	0	0	0	0	0	8.320540047	0	0.864880994	0
ACAA2	8.049860539	0	3.243285348	0	7.703744225	0	0	0	0	0	0	0	0	0	0	7.754197225	7.867350824	0	0	0	0	7.592918885	0	0	0	0	6.633928711	0	1.116262585	0	8.026540122	0	0	0	3.507419704	2.198287184	6.410708495	0	2.243227218	7.954307857	0	0	6.992219887	0	5.94336716	0	0	0	8.011915043	0	5.130806515	0	0	0	7.870991082	0	7.289675357	0	0	0	7.715001916	0	5.250340257	2.999409416	0	0	0	0	0	0	9.105315195	0	0	8.861664475	4.878817012	8.667255123	0	0	8.684478205	0	0	0	8.48626799	8.862535526	6.045187241	0	0	8.205418374	8.298151155	8.60725347	0	0	0	0	0	0	0	0	0.864880993	0
ACACA	0	0	3.243285349	6.846614963	6.684430692	1.813769838	3.189773554	0	2.64638629	3.525002504	9.33379676	1.891628157	5.749892253	0	1.955348538	0	0	0	0	0	0	0	0	0	4.818423821	0	2.91729479	0	0	0	2.568523284	6.072678401	2.402671639	0	3.507419705	2.53251365	7.608221448	0	2.243227219	0	0	4.369313399	0	0	3.471108498	0	0	3.652245476	0	0	0	0	9.028677797	8.620396146	1.260518353	0	4.352818044	3.238791784	7.399540097	0	0	7.304064884	0	2.16940005	0	0	0	0	0	0	0.670650541	0	0	8.846267782	6.609316996	0	6.664350863	0	4.752774447	0	0	4.647173673	3.525807366	0	0	0	0	0	1.157346419	8.919319659	3.095158872	0	4.211413141	0	7.413014418	7.105874936	3.117583976	0	0	0
ACAD8	0	0	0	0	0	7.659980103	0	0	8.3305548	0	8.270401405	8.188366988	0	0	0	7.400965902	0	0	0	0	0	9.200455802	7.878260297	0	8.470876373	0	0	0	0	0	0	0	2.402671639	0	0	0	0	0	6.311531156	3.164844272	0	0	0.984887933	0	0	0	5.320154659	0	0	0	0	0	0	9.547102101	1.922820516	1.979459532	7.609758133	0	0	0	7.294129398	0	0	0	0	0	4.108463428	0	9.077042584	0	0.670650541	1.63252785	0	0	0	0	0	5.50158092	0	0	0	2.538913253	0	0	0	8.626015214	0	8.50934168	9.654145572	0	8.825683421	0	0	0	0	0	9.00268973	0	1.401837336	9.353150754
ACAD9	1.779553912	8.717290465	0	0	3.762812481	0	3.189773553	0	0	0	0	5.152157133	0	8.631690875	0	0	0	4.966287991	9.195052622	0	0	5.448914123	0	0	2.817198128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984887933	7.240666628	0	1.15507722	0	3.652245475	0	3.129833344	0	6.243666691	0	0	4.986774853	3.675117322	0	0	0	0	1.470989582	0	0	8.551995922	6.554097544	0	0	0	0	1.640917214	0	0	9.238481801	2.570013784	0	0	0	0	0	0	0	0	5.024751288	1.637477768	0	0	0	0	0	2.34894571	0	0	0	0	0	5.098568362	9.146468823	0	0	4.058524688
ACAD10	9.089636397	0	0	0	0	0	6.497795188	0	0	8.314909272	0	0	0	0	0	7.367221797	0	0	0	0	0	6.915170506	0	0	0	0	0	7.657325177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.638285869	0	8.194840846	0	0	0	0	5.793354061	0	0	0	0	4.927637291	0	0	0	0	8.577450533	3.281542646	0	6.522894322	2.334020924	0	0	0	8.772259243	0	0	0	0	0	7.102500389	0	0	4.660836783	0	0	0	0	0	0	8.198019271	0	0	3.099402295	0	0	0	0	5.743499973	0	0	0	0	0	0	0
ACAD11	8.889526487	2.669826154	0	7.754011882	2.865360819	5.074795064	6.044337704	8.985316288	0	8.276300148	1.135902	0	3.531402706	8.893635101	0	8.656220573	0	0	0	0	0	0	6.943590116	7.793338004	2.008616472	9.318911802	0	4.980394522	6.115179319	0	9.377597933	2.672701318	3.259367336	9.909028626	0	0	0	1.880847864	0	0	2.582159434	5.333982298	0	4.305942501	6.80714009	1.155077219	0	0	0	4.746552549	2.964841439	3.920939896	0	8.461044973	0	0	0	0	2.038508889	3.109307984	8.668230567	7.222139634	6.450910049	4.458787333	5.742737265	0	0	0	8.492231464	8.821335597	0	0	8.768098593	1.794551242	0	3.213555058	8.544900925	6.36567547	0	0	0	0	4.461779009	4.161058446	5.066870478	6.522658992	5.274589086	0	8.890963902	0	3.095158871	0	10.686819044	9.300450471	0	0	9.577076843	0.789848842	6.419244114	0
ACADM	0	0	0	8.884386605	4.637568962	8.379633299	7.20206693	5.044989745	8.128414219	8.424899122	0	3.190869602	5.030689683	0	0	5.581548524	11.025082116	0	0	9.314019711	0	6.002089571	0	0	0	1.982635892	5.077730678	0	8.38047111	8.477109846	0	0	2.402671639	0	3.507419705	0	8.265081383	0	5.630788291	2.317356245	0	0	5.614086077	7.576543168	0	7.677196467	4.607064898	9.027299141	8.19182959	8.075652411	0	6.756374686	7.298143228	0	1.260518353	8.637951385	9.445116476	0	0	8.987037643	8.839855363	0	0	0	8.428684141	0	0	8.986328861	5.152972848	0	8.356092731	0	0	0	0	0	8.215324588	0	0	0	0	6.371483638	0	0	0	0	0	8.302511719	7.467254347	8.208504138	0	8.076800873	0	7.850468706	0	0	0	5.680708002	5.476480197	0
ACADSB	3.248540009	0	5.158856933	3.635520539	7.293904629	4.841549034	5.353752579	2.07085734	0	5.427805752	0	1.235891665	5.434650948	8.36822333	6.753643015	6.305700154	0	0	0	3.201636545	0	6.958866133	3.167592299	2.362904448	3.332261704	0	0	2.424080484	0	0	0	0	0	4.816692068	0	0	0	3.177717426	0	5.038850618	4.101168142	3.110641361	0	4.232576539	4.478235345	7.597181793	0	3.9510398	0	2.684221091	3.869357385	2.528443349	0	0	0	0	1.468125589	0	0	0.966216845	7.192922233	4.764041074	3.739257797	4.938573611	2.99138835	0	0	1.600657901	1.100158376	10.977271501	0	0	2.571164049	3.612858895	2.740792433	1.125871719	0	1.471019935	0	1.22807386	0	0	0	0	0	0	6.255832444	0	2.2300197	2.34894571	3.095158872	1.488181101	0	1.226799101	0	0	0	1.310138489	0	0
ACAP2	0	4.028954277	4.231579096	3.267953353	1.813472312	0	4.767798213	0	7.612174851	5.311187058	0	5.51487553	9.71640866	8.088553406	1.955348537	1.119132826	0	0	0	0	0	6.233174444	0	0	7.73252224	0	4.7664431	2.424080483	1.970712385	5.378867524	7.426069037	0	4.74021999	3.33064464	3.507419705	7.333816586	6.936400709	6.30020643	0	6.184185948	4.088533038	0	0	1.626029742	6.16240646	2.226782028	3.1358914	7.93091995	0	7.051780253	7.419411631	8.350391615	5.731398678	2.058562561	1.922820516	2.924733703	5.706863159	0	0	1.286942129	1.470989582	0	0	2.397256091	2.334020923	2.275212361	3.840402972	0.029033227	0	1.723720191	0	1.035820223	0	0	0	1.125871719	0	1.825351347	8.199586938	1.522831656	0	0	0	1.637477768	6.622848966	7.514791939	7.246361876	0	0	0	0	0	0	0	2.417999677	2.231389185	0	0	0	8.496795069
ACAT1	6.722843055	0	3.243285348	0	7.913908519	0	8.114986574	0	2.646386289	0	6.23359413	0	9.532135596	7.987885992	0	0	0	0	8.514280461	0	0	7.599835718	0	1.897762479	7.36013525	7.222507909	6.971904158	0	2.645081176	0	0	0	7.834497485	0	3.507419704	2.803689108	7.56177141	1.880847864	5.395064401	0	0	0	0	0	0	0	0	7.003398647	8.536275039	1.84175021	0	4.872512322	0	0	0	0	8.49741639	3.238791783	2.038508889	0	0	3.281542646	0	7.515028554	0	8.875178114	2.339798015	0	8.369967543	0	8.213810388	0	2.571164048	9.525098903	9.079526169	0	9.738135317	8.977480013	0	0	0	0	8.646309123	5.85805029	5.066870478	0	0	0	1.157346419	0	3.095158871	0	7.598250739	4.049547337	2.417999677	2.231389185	7.543680319	8.463751051	7.659577904	5.305737493
ACAT2	4.266711605	0	0	0	0	0	0	0	0	0	0	0	3.531402706	0	0	0	0	0	0	0	3.822315694	0	0	8.816582786	2.008616472	0	8.681394304	3.282993732	8.006791691	2.603189053	0	1.490567015	0	0	0	8.11571632	0	0	0	0	0	0	0	4.145106121	7.663827481	0	0	0	0	5.719427775	0	4.262187041	0	7.817466565	2.386625762	0	7.197875089	0	2.038508889	9.63906648	0	0	0	0	0	4.339269323	0	0	4.301385924	0	5.324024901	0	0	0	5.35618426	9.360333859	9.172146318	0	0	7.933458531	0	0	0	0	0	0	0	0	0	4.119196188	6.106624248	0	0	0	0	0	0	0	0	1.148510073
ACBD5	1.148348457	2.484732919	0	1.536796475	0	0	0	0	5.744422275	0	0	7.17650712	8.614042813	7.382961746	1.286318167	0	0	4.966287991	0	0	0	0	0	0	0	0.79745818	2.91729479	8.974959021	0	0	0	5.203258489	0	0	0	2.198287185	0	1.880847865	0	0	6.854645698	5.333982299	0	0	0	0	0	0	8.509381311	2.752207032	0	0	0	0	0	0	5.18318642	0	0	5.605421274	0	0	0	2.16940005	0	0	0	0	0	0	4.359597706	7.4453959	0	0	0	0	0	0	0	1.001366838	0	0	0	0	0	0	0	0	0	9.002294014	0	0	0	0	0	0	8.0824498	0	0	0
ACBD6	0	7.232780489	0	0	0	0	0	0	0	0	0	6.477231534	0	0.846123224	5.208525089	3.139866395	0	4.966287991	0	0	0	0	2.104261736	0	7.333333876	0	5.648382631	0	1.116262585	0	1.402725681	6.351262487	6.12111979	0	0	0	6.990007431	0	2.243227219	0	0	3.437481228	7.461639568	0	0	0	0	0	5.712172196	0	5.386961821	0	8.186991008	0	2.996224273	0	0	0	0	2.267488682	0	0	7.09697738	6.522894321	0	6.860722807	0	5.415242332	7.956382902	0	0	0	0	2.570013784	6.430713607	0	0	0	0	7.202386156	0	8.271167399	0	0	0	0	5.274589086	0	0	0	7.096117995	0	0	0	8.40877562	8.157757031	0	0	8.305317324	0
ACER3	0	0	0	0	4.311905796	0	0	0	0	6.374858843	0	0	0	8.523269244	0	0	0	0	0	0	0	5.847944812	0	0	0	0	5.077730677	5.167315626	0	0	0	0	4.95488042	4.816692067	3.507419705	0	0	7.889330354	7.715171178	0	5.166654227	0	0	0	3.471108498	0	0	0	0	0	0	0	8.600790364	0	1.260518352	0	0	0	0	0	0	0	7.336363288	0	0	0	0	2.604555214	0	0	7.550085162	0	0	0	0	0	2.878994971	0	0	6.090155078	0	0	0	0	6.622848966	0	0	0	0	0	7.729777063	0	0	8.308194504	0	0	0	0	5.182340543	0
ACIN1	5.228741757	0	0	0	1.174685211	1.813769837	4.108470495	0	4.771085442	0	6.66668515	0	3.531402706	4.388299405	1.286318166	8.121077966	0	0	0	4.678074798	5.910653768	1.513829026	0	7.40967594	3.332261703	7.602628351	6.854244414	0	0	8.466797028	9.561476882	0	6.57488752	6.89224308	4.44255132	0	0	6.862517338	6.670059107	4.292254715	7.136210906	6.05656957	8.231810754	7.444516258	4.404547993	6.378624032	4.607064898	8.857719716	4.993437214	7.024832787	2.96484144	0	0	6.434197556	6.968411143	6.16275138	4.078917089	0	0	7.539312951	7.065108918	4.764041074	6.64149223	4.671776844	4.872563183	0	2.339798015	8.692307289	0	0	0	6.167796068	0	5.340035515	7.798896733	4.552397992	0	0	1.795944352	6.873073769	7.520042727	0	7.105729016	0	0	0	0	0	0	0	0	2.204986195	0	0	0	7.448780289	6.637370056	0	0	8.022545763
ACLY	8.889526487	8.227976704	0	5.355135978	8.837468167	0	0	8.552897438	7.612174851	8.888794952	0	9.381790742	0	0	0	0	10.640505595	7.250815355	9.670798222	0	2.920858795	7.484978115	10.6919076	8.790082592	8.554478403	8.969785336	2.096646899	8.936900687	0	7.654730367	9.749560008	9.621539343	8.790006056	4.816692067	0	1.135171811	0	6.959005748	7.951169762	8.065766577	0	0	9.159493028	0	9.402989292	0	0	0	0	9.186115179	0	0	0	10.360594545	8.534854506	7.152647424	7.82735939	6.552136557	0	9.066174501	9.090220325	0	3.739257796	9.131183191	10.566798517	8.631507948	11.635625018	0	9.706220379	0	10.175882581	0	0	7.770027181	10.797830933	8.784072495	10.862750877	0	8.90513009	8.598915083	7.834523184	0	0	7.33496406	7.836852152	0	0	4.429540286	6.866215479	0	9.532269218	9.450532257	0	7.692497634	5.60843215	5.098568362	10.208986723	0	5.929479247	0
ACN9	0	0.820663308	3.243285349	0	0	5.997516729	4.665280892	0	7.924840052	0	8.53078952	6.582989615	7.86652937	0	6.244706282	0	0	7.250815356	0	0	8.205257163	0	0	7.338554043	5.942027152	0	5.739693196	7.560526479	0	6.361426719	0	6.854153838	5.93143266	0	4.44255132	0	4.685308024	6.144775985	7.08155043	0	0	5.648739145	0	7.653317328	8.094941259	7.597181793	0	0	0	0	5.960385758	0	0	5.857552799	0	0	0	3.238791784	0	0	6.131603279	6.838086559	6.809810714	7.275453788	0	0	0	0	0	8.492845496	5.761847771	5.976511639	0	0	5.350165433	8.602904642	0	7.534214835	6.694959835	0	0	2.538913253	8.257479604	0	0	4.968742606	7.828153655	6.415463212	6.92583164	6.952281673	7.173565422	7.287806135	7.461491538	0	7.44932865	6.707139063	0	7.924768442	0.864880994	7.300343806
ACO1	0	8.852570555	0	0	0	0	3.189773554	0	0	4.316194955	10.080012586	0	3.531402707	4.213238658	1.286318167	0	8.502572536	0	0	0	0	8.762544261	0	0	4.258802951	0	0	0	0	0	1.402725681	0	0	0	0	0	0	4.489498954	0	0	0	0	0	0	0	0	5.00722637	0	5.889503225	0	0	0	0	0	0	0	0	0	3.368016935	0	0	0	0	0	0	0	0	0	6.057717021	2.983424158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.622848967	0	5.274589087	9.736803275	8.794313388	0	0	0	6.151789644	8.467893152	2.417999678	3.068966305	0	0	5.307279271	1.140648012
ACO2	8.907913357	0	0	9.255925349	1.174685212	0	9.02508239	9.124217258	0	9.573707348	0	0.746428311	9.357300297	9.612335014	8.589560606	0	0	0	8.828708102	0	0	0	6.595347366	0	6.201145183	0	6.633928711	7.688200013	0	0	8.276465062	0	9.656620026	0	5.408989531	0	0	0	7.09343504	8.996321458	0	8.727436684	8.164477542	0	0	8.265571016	3.1358914	0	6.790587327	9.871242246	2.96484144	7.561862014	9.256542488	0	9.407900342	0	8.651134997	3.238791784	0	8.953848615	2.691116224	3.281542647	0	7.857308933	0	0	10.336302347	0	7.358819393	0	8.062347114	8.730597723	0	7.720219754	0	0	0	9.880849106	0	0	0	0	7.403323975	0	0	0	0	8.880994508	8.536716782	8.51338067	3.095158872	0	8.383608426	8.887998938	9.675476318	0	9.185047461	0	5.764932964	0
ACOT7	3.846252608	7.731156959	0	0	6.985769311	0	0	0	0	8.809827257	0	0	0	0	7.701885333	6.075160554	0	0	7.181500516	0	2.099794726	0	7.537509589	0	7.033757106	0	0	0	0	8.585936604	7.942262052	0	0	0	0	0	0	8.461323038	8.786847455	8.202130088	0	2.096925624	0	0	0	8.469093042	8.136715324	7.447855962	0	0	4.819135957	0	7.428590433	7.164474254	8.041187093	1.979459533	1.468125589	0	0	0	0	0	0	0	0	2.275212361	0	0	0	0	0.670650541	0	0	0	0	0	10.497021837	0	0	7.710078452	9.469343808	0	0	8.788698066	0	8.626015215	0	6.880245952	0	0	0	8.921293252	0	0	0	8.248214427	0	0	0	1.140648012
ACOT8	7.314315877	0	5.124242256	0	0	0	8.04481514	0	0	5.798562285	0	0	0	0	7.197043596	0	0	5.9430264	0	0	0	0	0	0	6.891820849	0	7.365071945	8.488174346	0	0	7.326147419	7.706533946	4.487941224	0	8.186942405	0	0	0	2.243227219	3.695163219	0	7.697050758	0	0	0	0	0	0	6.047403887	8.089407279	0	0	0	0	6.428693509	8.234732326	0	3.238791784	0	0	0	0	0	0	0	6.60016895	0	0	0	0	0	0	3.444372192	8.58386016	0	0	1.183502359	0	5.686135149	0	0	0	0	0	0	4.968742605	0	8.785218405	0	0	0	7.869687799	0	0	5.608432151	0	0	8.323078498	0	0
ACOT9	0	0	0	0	0	0	4.665280892	0	0	0	7.888251025	0	0	0	0	0	0	0	0	9.237690997	1.402308489	7.42392767	2.104261736	9.04960775	0	0	0	0	8.569727198	0	0	0	0	0	0	0	0	1.880847864	7.765560488	7.313238142	0	0	0	0	0	0	0	5.563511971	5.274685737	0	0	8.368148653	8.223393118	0	7.284808414	8.616472681	0	0	0	6.391850702	1.470989582	0	0	0	4.101679216	0	0	7.989170651	0	0	0	0	0	0	5.704854401	8.71674561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.211413141	5.422560311	0	0	0	0	1.401837336	0
